timestamp, folderName, model, test_acc
2025-05-12 01:50:55.028383, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250512_012250, epoch_27_0.9441333508491516_best.pth, 0.8981466876268387
2025-05-12 02:06:50.431749, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250512_015055, epoch_4_0.9539999777078628_best.pth, 0.9112599780559539
2025-05-12 02:46:44.104066, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250512_020650, epoch_12_0.9040666890144348_best.pth, 0.827726686000824
2025-05-12 03:20:41.025558, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250512_024644, epoch_6_0.9381999856233597_best.pth, 0.8856799815297127
2025-05-12 03:38:32.065458, 5way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_032041, epoch_8_0.9384000265598297_best.pth, 0.8488266866207123
2025-05-12 03:56:52.252227, 5way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_033832, epoch_9_0.9557999801635743_best.pth, 0.907579977095127
2025-05-12 05:18:02.639803, 10way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_035652, epoch_53_0.9099333518743515_best.pth, 0.8519333536028862
2025-05-12 06:09:54.278160, 10way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_051802, epoch_24_0.9188999783992767_best.pth, 0.8832899814248085
2025-05-12 05:11:56.737975, 5way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_042041, epoch_14_0.9390666890144348_best.pth, 0.9016533537507058
2025-05-12 06:03:44.342632, 5way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_051156, epoch_15_0.9611999773979187_best.pth, 0.9189199780225754
2025-05-12 07:41:06.178317, 10way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_060344, epoch_14_0.9142000186443329_best.pth, 0.8477000197768212
2025-05-12 09:44:33.596239, 10way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_074106, epoch_25_0.9392999839782715_best.pth, 0.8838799813389778
2025-05-20 07:36:05.409770, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_065145, epoch_62_0.9376000213623047_best.pth, 0.8880933537483215
2025-05-20 07:56:37.769284, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_073605, epoch_14_0.9521999764442444_best.pth, 0.9252999789118767
2025-05-20 09:02:07.870501, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_075637, epoch_40_0.9176666831970215_best.pth, 0.8446133529543877
2025-05-20 09:48:07.728197, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_090207, epoch_19_0.940899983048439_best.pth, 0.8699699808359146
2025-05-20 10:14:04.565592, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_094813, epoch_15_0.9357333499193191_best.pth, 0.8817333535552024
2025-05-20 10:33:41.003305, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_101404, epoch_5_0.953799979686737_best.pth, 0.9196399798989296
2025-05-20 11:19:10.793058, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_103341, epoch_10_0.9128666841983795_best.pth, 0.8561800201535225
2025-05-20 11:57:18.156045, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_111910, epoch_4_0.9388999885320664_best.pth, 0.8802099822163582
