timestamp, folderName, model, test_acc
2025-05-12 06:28:46.619590, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250512_060954, epoch_14_0.8981333559751511_best.pth, 0.9514000210165977
2025-05-12 07:03:41.739308, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250512_062846, epoch_49_0.911799978017807_best.pth, 0.9619399818778038
2025-05-12 07:48:43.004908, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250512_070341, epoch_23_0.8452000188827514_best.pth, 0.9345266870260238
2025-05-12 08:37:08.974599, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250512_074843, epoch_26_0.8659999805688858_best.pth, 0.9458099849820137
2025-05-12 08:56:39.121878, 5way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_083708, epoch_15_0.8669333517551422_best.pth, 0.9443866900801658
2025-05-12 09:14:20.294253, 5way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_085639, epoch_11_0.8897999787330627_best.pth, 0.9584599801301956
2025-05-12 09:46:31.503705, 10way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_091420, epoch_8_0.8141333532333374_best.pth, 0.9222400240302085
2025-05-12 11:30:38.452694, 10way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_094631, epoch_85_0.8614999788999558_best.pth, 0.9110599811673165
2025-05-12 10:58:18.647084, 5way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_094433, epoch_37_0.9061333549022674_best.pth, 0.9481866863965989
2025-05-12 12:00:33.702152, 5way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_105818, epoch_27_0.9205999767780304_best.pth, 0.9572999812364579
2025-05-12 14:13:36.469843, 10way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_120033, epoch_34_0.8442666888236999_best.pth, 0.912020022034645
2025-05-12 15:39:04.770025, 10way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_141336, epoch_12_0.8662999784946441_best.pth, 0.9264399828314781
2025-05-20 12:32:55.682349, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_115723, epoch_55_0.9052000248432159_best.pth, 0.953546684384346
2025-05-20 13:02:50.827090, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_123255, epoch_40_0.9187999773025513_best.pth, 0.9682799847722053
2025-05-20 13:30:08.365119, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_130250, epoch_5_0.8438000231981277_best.pth, 0.9317466914653778
2025-05-20 14:13:23.118416, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_133008, epoch_24_0.867199981212616_best.pth, 0.9326499850153923
2025-05-20 14:43:28.760942, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_141328, epoch_29_0.8986666876077652_best.pth, 0.95852001786232
2025-05-20 15:05:52.892277, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_144328, epoch_15_0.9157999789714814_best.pth, 0.9732199854850769
2025-05-20 16:15:08.061341, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_153202, epoch_14_0.872099980711937_best.pth, 0.9510599821805954
