timestamp, folderName, model, closedset_test_acc, openset_auroc 
2025-04-03 20:07:07.119847, 5way_5shot_LabelPropagation_alpha0.7_k20_20250403_002803, epoch_8_0.9221333551406861_best.pth, 0.9030666902065277, 0.9046906666666666
2025-04-03 20:09:01.702631, 5way_10shot_LabelPropagation_alpha0.7_k20_20250403_005350, epoch_16_0.936999980211258_best.pth, 0.9160599780678749, 0.9079400000000001
2025-04-11 07:24:20.739519, 10way_5shot_LabelPropagation_alpha0.7_k20_20250411_063615, epoch_21_0.8769333559274674_best.pth, 0.8387666867971421, 0.8853936666666666
2025-04-11 07:58:15.266470, 10way_10shot_LabelPropagation_alpha0.7_k20_20250411_072420, epoch_8_0.8991999822854996_best.pth, 0.8505799779891968, 0.923712
2025-04-30 19:05:55.997343, 5way_5shot_LabelPropagation_alpha0.7_k20_20250403_002803, epoch_8_0.9221333551406861_best.pth, 0.8989866905808449, 0.9114439999999999
2025-04-30 19:09:00.141477, 5way_10shot_LabelPropagation_alpha0.7_k20_20250403_005350, epoch_16_0.936999980211258_best.pth, 0.9194399781823158, 0.9162136000000001
2025-04-30 19:13:38.861008, 10way_5shot_LabelPropagation_alpha0.7_k20_20250411_063615, epoch_21_0.8769333559274674_best.pth, 0.8385333538651466, 0.8864617333333333
2025-04-30 19:18:19.261880, 10way_10shot_LabelPropagation_alpha0.7_k20_20250411_072420, epoch_8_0.8991999822854996_best.pth, 0.8540399783253669, 0.9249328
2025-06-03 06:33:18.045552, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.1_20250603_044936, epoch_28_0.9312000197172164_best.pth, 0.9009066900610924, 0.9007485333333333
2025-06-03 08:17:55.322645, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.2_20250603_063318, epoch_29_0.9233333557844162_best.pth, 0.9025733563303947, 0.9114728
2025-06-03 10:28:32.416938, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.3_20250603_081755, epoch_42_0.9289333552122117_best.pth, 0.8879066888093948, 0.9043621333333333
2025-06-03 11:44:31.217000, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.4_20250603_102832, epoch_14_0.9289333593845367_best.pth, 0.9131866924166679, 0.8927272
2025-06-03 13:57:09.084250, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.6_20250603_114431, epoch_42_0.926933354139328_best.pth, 0.8972133558392524, 0.8927245333333332
2025-06-03 15:19:31.764329, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.7_20250603_135709, epoch_17_0.9113333541154861_best.pth, 0.9115200232863426, 0.9075130666666666
2025-06-03 16:27:13.242450, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.8_20250603_151931, epoch_10_0.9285333544015885_best.pth, 0.8957466894984245, 0.9071130666666666
2025-06-03 17:18:56.306279, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda0.9_20250603_162713, epoch_2_0.927466688156128_best.pth, 0.8991600229740143, 0.8499909333333334
2025-06-03 19:15:20.204867, 5way_5shot_LabelPropagation_alpha0.7_k20_lambda1.0_20250603_171856, epoch_34_0.926133354306221_best.pth, 0.9052933554649353, 0.9082192
2025-06-02 23:30:53.405425, 5way_5shot_LabelPropagation_alpha0.7_k20_gcn_20250602_230432, epoch_5_0.9250666868686676_best.pth, 0.9122666887044907, 0.9255869333333334
2025-06-03 00:08:53.245202, 5way_10shot_LabelPropagation_alpha0.7_k20_gcn_20250602_233053, epoch_18_0.946799978017807_best.pth, 0.9345399783849716, 0.9435252000000001
2025-06-03 01:15:11.099451, 10way_5shot_LabelPropagation_alpha0.7_k20_gcn_20250603_000853, epoch_22_0.8930000239610671_best.pth, 0.8496200200915337, 0.9128561333333333
2025-06-03 02:30:31.635129, 10way_10shot_LabelPropagation_alpha0.7_k20_gcn_20250603_011511, epoch_28_0.9222999835014343_best.pth, 0.8770399805307388, 0.9309312
2025-06-23 04:29:12.486512, 5way_5shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.5_20250620_012701, epoch_24_0.9370666867494584_best.pth, 0.9119466874599457, 0.9261605333333334
2025-06-23 04:32:41.669910, 5way_5shot_LabelPropagation_alpha0.7_k20_gcn_lambda2.0_20250620_031320, epoch_14_0.9365333563089371_best.pth, 0.916626689016819, 0.9174189333333334
2025-06-23 04:36:15.670091, 5way_5shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.0_20250615_040312, epoch_41_0.9344000226259231_best.pth, 0.9068400231599808, 0.9208477333333333
2025-06-23 04:39:47.211134, 5way_10shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.5_20250620_043547, epoch_15_0.9541999793052673_best.pth, 0.9219999781250954, 0.9367783999999999
2025-06-23 04:43:21.417258, 5way_10shot_LabelPropagation_alpha0.7_k20_gcn_lambda2.0_20250620_060038, epoch_3_0.9353999781608582_best.pth, 0.9279799796938896, 0.9379328
2025-06-23 04:46:55.741397, 5way_10shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.0_proc5_20250606_161122, epoch_6_0.9443999779224396_best.pth, 0.9191599798202514, 0.9371924000000001
2025-06-23 04:52:20.666898, 10way_5shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.0_proc5_20250607_211825, epoch_6_0.8910000252723694_best.pth, 0.8616400185227394, 0.9071300000000001
2025-06-23 04:57:48.256854, 10way_5shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.5_20250620_065644, epoch_8_0.8980000257492066_best.pth, 0.8546800190806388, 0.9028349333333333
2025-06-23 05:03:17.044365, 10way_5shot_LabelPropagation_alpha0.7_k20_gcn_lambda2.0_20250620_083815, epoch_26_0.8963333582878112_best.pth, 0.8318066865205764, 0.9104056
2025-06-23 05:08:42.358932, 10way_10shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.5_20250620_111842, epoch_2_0.8917999804019928_best.pth, 0.8771899816989899, 0.9217130000000001
2025-06-23 05:14:05.082968, 10way_10shot_LabelPropagation_alpha0.7_k20_gcn_lambda1.0_proc5_20250609_031738, epoch_23_0.9095999777317048_best.pth, 0.8675899809002876, 0.9231876
2025-06-23 05:19:29.995464, 10way_10shot_LabelPropagation_alpha0.7_k20_gcn_lambda2.0_20250620_112626, epoch_16_0.9176999777555466_best.pth, 0.8630599803328514, 0.9381733999999999
