timestamp, model, test_acc, val_acc
2024-11-29 19:57:47.287076, epoch_41_best.pth, 0.8186666685342788, 0.936133337020874
2024-11-29 19:57:47.287101, epoch_2060_best_backbone.pth, 0.6526666712760926, 0.8234666699171066
