timestamp, folderName, model, test_acc
2025-05-12 17:03:22.191847, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250512_162100, epoch_33_0.9542666870355606_best.pth, 0.8917466898560524
2025-05-12 17:41:27.010410, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250512_170322, epoch_27_0.9609999811649322_best.pth, 0.9239999771118164
2025-05-12 19:07:48.312739, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250512_174127, epoch_34_0.9090000194311142_best.pth, 0.8457200190424919
2025-05-12 21:12:54.847705, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250512_190748, epoch_59_0.9468999820947647_best.pth, 0.8803999809622765
2025-05-12 21:35:06.929026, 5way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_211254, epoch_7_0.9269333529472351_best.pth, 0.8228800202012062
2025-05-12 22:10:28.195457, 5way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_213506, epoch_25_0.9427999782562256_best.pth, 0.8902399764060974
2025-05-12 23:00:32.387235, 10way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_221028, epoch_11_0.8902000230550766_best.pth, 0.8249066865444183
2025-05-13 00:06:36.724834, 10way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_230032, epoch_22_0.9241999822854996_best.pth, 0.8554699796438218
2025-05-11 20:55:18.881650, 5way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250511_191420, epoch_35_0.9520000207424164_best.pth, 0.8884000236988068
2025-05-11 23:31:49.204043, 5way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250511_205518, epoch_65_0.9675999742746353_best.pth, 0.9085399765968323
2025-05-12 04:29:46.475262, 10way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250511_233149, epoch_65_0.9072000217437745_best.pth, 0.8538400210142135
2025-05-12 06:57:37.526725, 10way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_042946, epoch_21_0.9320999884605408_best.pth, 0.8865599810481072
2025-05-20 19:33:36.834097, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_185508, epoch_30_0.9508000195026398_best.pth, 0.8881733563542366
2025-05-20 20:18:42.683795, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_193336, epoch_39_0.9671999800205231_best.pth, 0.9069399765133858
2025-05-20 21:24:59.251733, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_201842, epoch_23_0.9118666899204254_best.pth, 0.8605466848015785
2025-05-20 22:53:31.040025, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_212459, epoch_38_0.9355999827384949_best.pth, 0.8660699802041054
2025-05-20 23:20:42.703822, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_225337, epoch_8_0.9572000187635422_best.pth, 0.8838666894435883
2025-05-20 23:51:31.885617, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_232042, epoch_12_0.9565999788045884_best.pth, 0.9162199771404267
2025-05-21 01:08:01.990476, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_235131, epoch_21_0.9120666879415512_best.pth, 0.845060020506382
2025-05-21 02:13:51.154486, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250521_010802, epoch_15_0.9386999809741974_best.pth, 0.8659899796843529
