timestamp, folderName, model, test_acc
2025-05-13 04:58:19.552451, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250513_043510, epoch_16_0.9673333567380905_best.pth, 0.8691333541870118
2025-05-13 05:28:42.244735, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250513_045819, epoch_32_0.9727999782562256_best.pth, 0.902479974925518
2025-05-13 06:22:49.248860, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250513_052842, epoch_25_0.9520000314712525_best.pth, 0.8379400202035904
2025-05-13 07:16:52.062208, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250513_062249, epoch_25_0.9581999778747559_best.pth, 0.8807299801707268
2025-05-13 07:55:12.724064, 5way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250513_071652, epoch_48_0.9669333565235138_best.pth, 0.8290666859149933
2025-05-13 08:18:10.519355, 5way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250513_075512, epoch_16_0.9741999781131745_best.pth, 0.8700999772548675
2025-05-13 09:25:20.921921, 10way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250513_081810, epoch_39_0.9588000375032425_best.pth, 0.7986466858386994
2025-05-13 10:24:52.462067, 10way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250513_092520, epoch_31_0.9579999792575836_best.pth, 0.8611299803853035
2025-05-12 12:30:16.773899, 5way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_111906, epoch_36_0.9566666871309281_best.pth, 0.8888266879320145
2025-05-12 14:11:54.954767, 5way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_123016, epoch_63_0.9705999821424485_best.pth, 0.9045999764800071
2025-05-12 16:58:51.587630, 10way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_141154, epoch_51_0.9245333576202392_best.pth, 0.8495466869473457
2025-05-12 19:57:43.993432, 10way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_165851, epoch_59_0.9463999754190445_best.pth, 0.8990599805116654
