Value,CPU Arch, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,arm,0.6060133341997862,0.602209998909384,0.5918283344507218,0.5831674994826317
open_set_auroc,arm,0.6749396000000001,0.7499254,0.5079741000000002,0.6065502999999999
closed_set_acc,i386,0.7485600011199712,0.7470399990826845,0.6878983327820898,0.676394999101758
open_set_auroc,i386,0.8293983333333333,0.9175974,0.7052257333333334,0.7396251999999999
