Value, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,0.8442106690019369,0.8607979975134136,0.749582666221261,0.7548849992930888
open_set_auroc,0.8171892533333333,0.82352904,0.7496988000000001,0.7887559399999999
