Value, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,0.9121280211210252,0.9324999794125555,0.7835580179393291,0.9005199797451496
open_set_auroc,0.9200154666666667,0.9413128799999999,0.8174606133333333,0.9340936400000001
