Value,CPU Arch, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,arm,0.8178266863450407,0.8143149795718492,0.7463183504641057,0.7293349836468696
open_set_auroc,arm,0.6976846,0.6936041000000001,0.6464012333333333,0.664136
closed_set_acc,i386,0.7540366836488247,0.7298849814422428,0.6218150144666433,0.6661324837058783
open_set_auroc,i386,0.7249860000000001,0.7115674,0.6682357,0.70973865
