Value,Method, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,ProtoNet,0.8341386686295269,0.8394859982997179,0.7852093338549138,0.7722069995522499
open_set_auroc,ProtoNet,0.6115246133333334,0.6302792,0.62090128,0.6188852199999999
closed_set_acc,NnNet,0.9011760028868914,0.9213739982426166,0.8643899998784066,0.8914250012159346
open_set_auroc,NnNet,0.5542585866666666,0.5217923600000001,0.5610368933333334,0.5691963800000001
closed_set_acc,SoftNnNet,0.8879986694395541,0.908061998128891,0.8453856658816337,0.8830535016387703
open_set_auroc,SoftNnNet,0.5844072799999999,0.5876408,0.5927076733333333,0.6058685500000001
closed_set_acc,LabelPropagation,0.9072960222423078,0.9244719789922238,0.872331353765726,0.895309979915619
open_set_auroc,LabelPropagation,0.91321008,0.9301381199999998,0.8955274400000001,0.9177681200000001
