Value, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,0.7798973511189222,0.7639159804180264,0.7387986828476191,0.7222489828467369
open_set_auroc,0.6846327733333333,0.63270236,0.6827508666666666,0.66212216
