Value,CPU Arch, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,arm,0.9232100218832493,0.9483499799370765,0.8955783560276032,0.9117149801552297
open_set_auroc,arm,0.9326096666666666,0.9546292999999999,0.9215522333333332,0.93865295
closed_set_acc,i386,0.8842066885828972,0.9087899778783322,0.8142316853702068,0.8580099806040526
open_set_auroc,i386,0.8862250666666666,0.9094458,0.8600449333333333,0.8793335
