Value,CPU Arch, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,arm,0.920130002990365,0.9542399996519089,0.9048400017768146,0.9422925018072129
open_set_auroc,arm,0.6623999333333334,0.6669444,0.6904733333333332,0.6353085999999999
closed_set_acc,i386,0.8591433357968926,0.8889099963754417,0.8160333335399628,0.8654099996238946
open_set_auroc,i386,0.7202691333333334,0.7048439999999999,0.7378506333333332,0.74513735
