Value, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,0.9074680216252805,0.9251839786469936,0.8729960203349592,0.8915029791414737
open_set_auroc,0.9101096666666667,0.9308825000000001,0.8922377333333333,0.91758475
