Value, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,0.9072546883940695,0.9264559787988661,0.8728026870489118,0.8921999795258045
open_set_auroc,0.9160785333333333,0.9358998,0.8989486266666666,0.9226833800000002
