Value, 5way_1shot, 5way_2shot, 5way_3shot, 5way_4shot, 5way_5shot, 5way_6shot, 5way_7shot, 5way_8shot, 5way_9shot, 5way_10shot
closed_set_acc,0.8015758208751681,0.8690466872721909,0.8901282418310643,0.9009162624746561,0.9110426882028578,0.9134628643989562,0.9204015432059764,0.9223700427353382,0.9229326957821845,0.9316359791696073
open_set_auroc,0.8381398736842105,0.8874698666666665,0.9038171294117646,0.9152196250000001,0.9223764533333332,0.9265786857142858,0.9259602153846155,0.9339090333333333,0.9328677454545456,0.9418322
