Model, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
GCN_layers3_128_128_128,0.9106333547890187,0.9259899788320066,0.870744019418955,0.8986229796111582
GCN_layers3_128_64_64,0.9103066877573728,0.9289279797434806,0.8743040211141109,0.8921369805037974
GCN_layers3_128_256_128,0.9113773542702199,0.932021979057789,0.8747346866905688,0.9005769793987275
