Value, 5way_5shot, 5way_10shot, 10way_5shot, 10way_10shot
closed_set_acc,0.9110426882028578,0.9316359791696073,0.8741173534035683,0.8980199782431126
open_set_auroc,0.9223764533333332,0.9418322,0.9100267466666667,0.9312525199999999
