timestamp, folderName, model, test_acc
2025-05-11 21:47:25.742138, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250511_212412, epoch_23_0.9321333533525467_best.pth, 0.9085466874837875
2025-05-11 22:09:15.093841, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250511_214725, epoch_20_0.952399976849556_best.pth, 0.9234199795722962
2025-05-11 22:55:20.182172, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250511_220915, epoch_23_0.9014000254869461_best.pth, 0.8470933539271355
2025-05-11 23:39:30.133397, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250511_225520, epoch_21_0.9106999790668487_best.pth, 0.8697499801516533
2025-05-11 23:55:19.086069, 5way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250511_233930, epoch_7_0.9288000243902207_best.pth, 0.8982133584618568
2025-05-12 00:25:26.679971, 5way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250511_235519, epoch_35_0.9463999766111374_best.pth, 0.9187599778175354
2025-05-12 00:56:11.945790, 10way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250512_002526, epoch_7_0.9010000228881836_best.pth, 0.8309000216722489
2025-05-12 01:22:50.223181, 10way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250512_005611, epoch_3_0.9040999817848205_best.pth, 0.8441299780607223
2025-05-12 00:25:36.881218, 5way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250511_233821, epoch_14_0.9329333543777466_best.pth, 0.9154133531451225
2025-05-12 01:36:03.152023, 5way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_002536, epoch_32_0.9545999789237976_best.pth, 0.926739978313446
2025-05-14 01:20:26.823529, 10way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250512_013603, epoch_21_0.9113333570957184_best.pth, 0.862540016412735
2025-05-14 01:27:58.160398, 10way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250512_023413, epoch_24_0.9229999834299087_best.pth, 0.872169980764389
2025-05-20 02:30:07.633557, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_021336, epoch_11_0.9352000218629837_best.pth, 0.9123200208544732
2025-05-20 02:53:12.961469, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_023007, epoch_24_0.949999977350235_best.pth, 0.9265799790024757
2025-05-20 03:43:36.392137, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_025312, epoch_30_0.9042666900157929_best.pth, 0.8481266864538193
2025-05-20 04:21:04.803283, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_64_64_20250520_034336, epoch_16_0.9285999864339829_best.pth, 0.8665099829435349
2025-05-20 04:41:49.452021, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_042111, epoch_11_0.922533352971077_best.pth, 0.9127600221633911
2025-05-20 05:02:15.607363, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_044149, epoch_11_0.947399976849556_best.pth, 0.9261599788665772
2025-05-20 06:00:34.033258, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_050215, epoch_26_0.8938666945695877_best.pth, 0.855086684525013
2025-05-20 06:51:38.760327, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_layers3_128_256_128_20250520_060034, epoch_20_0.924999982714653_best.pth, 0.871979982495308
