timestamp, folderName, model, test_acc
2025-05-11 16:54:46.971469, 5way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250511_163002, epoch_15_0.8993333548307418_best.pth, 0.973733351111412
2025-05-11 17:15:02.831348, 5way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250511_165446, epoch_8_0.9319999760389328_best.pth, 0.9884199888706208
2025-05-11 18:20:37.613270, 10way_5shot_LabelPropagation_alpha0.7_k20_GCN_20250511_171502, epoch_28_0.8578666853904724_best.pth, 0.9751133528351784
2025-05-11 18:59:59.195031, 10way_10shot_LabelPropagation_alpha0.7_k20_GCN_20250511_182037, epoch_8_0.8907999783754349_best.pth, 0.9740699679851532
2025-05-11 19:20:58.724497, 5way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250511_185959, epoch_10_0.8905333572626114_best.pth, 0.9610400205850601
2025-05-11 19:51:19.974570, 5way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250511_192058, epoch_24_0.9327999776601792_best.pth, 0.9749999833106995
2025-05-11 20:38:56.296596, 10way_5shot_LabelPropagation_alpha0.7_k20_GIN_20250511_195119, epoch_14_0.8670666891336442_best.pth, 0.9468066974282264
2025-05-11 21:24:12.603185, 10way_10shot_LabelPropagation_alpha0.7_k20_GIN_20250511_203856, epoch_12_0.9349999815225601_best.pth, 0.969199970960617
2025-05-11 18:32:15.093576, 5way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250511_173621, epoch_15_0.9018666881322861_best.pth, 0.9270133516788482
2025-05-11 20:04:05.497944, 5way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250511_183215, epoch_37_0.9293999779224396_best.pth, 0.9428799821734428
2025-05-11 21:11:56.265338, 10way_5shot_LabelPropagation_alpha0.7_k20_GAT_20250511_200405, epoch_2_0.8446666872501374_best.pth, 0.8963733580708504
2025-05-11 23:38:21.900534, 10way_10shot_LabelPropagation_alpha0.7_k20_GAT_20250511_211156, epoch_28_0.908099980354309_best.pth, 0.911219979763031
