timestamp, folderName, model, test_acc
2025-04-29 12:32:30.032137, 5way_5shot_LabelPropagation_alpha0.6_k20_pretrained_20250429_121034, epoch_34_0.9129333579540253_best.pth, 0.8111866853833198
2025-04-29 12:51:18.547542, 5way_10shot_LabelPropagation_alpha0.6_k20_pretrained_20250429_123230, epoch_24_0.9337999767065048_best.pth, 0.8383199775218964
2025-04-29 13:20:46.463300, 10way_5shot_LabelPropagation_alpha0.6_k20_pretrained_20250429_125118, epoch_15_0.8816666895151138_best.pth, 0.7145133485794067
2025-04-29 13:57:05.348423, 10way_10shot_LabelPropagation_alpha0.6_k20_pretrained_20250429_132046, epoch_23_0.8935999822616577_best.pth, 0.7588499814271927
